14. (I) Speed of an isolated alternator can be altered.,    (II) Speed of an alternator connected to IBB can be also altered.,"a) I is true, II is false",b) Both the statements are true,c) I is false while II is true,a,Explanation: Speed of the alternator connected to the infinite bus bas can not be changes as it has to be of fixed frequency.
"15. (I)For constant power of  an isolated alternator, V-curves can be obtained.","      (II)For constant power of an alternator connected to IBB, V-curves can be obtained","a) I is true, II is false",b) Both the statements are true,c) I is false while II is true,c,"Explanation: For an isolated alternator working at constant power, we can not alter the armature current to have a v-curve while the is possible for the machine connected to infinite bus bar."
16. The operating frequency and voltage of an isolated alternator ________ if the prime mover input to motor is increased.,a) increases,b) decreases,c) remains constant,d) no relation exists between the power and frequency,a,"Explanation: By varying the prime mover torque, the load angle as well as the operating frequency also get affected."
17. The active power delivered by an alternator will _______ when the prime mover input is increased for the alternator connected to infinite bus bar.,a) increases,b) decreases,c) remains constant,d) no relation exists between the power and  prime mover droop characteristic,a,Explanation: The load angle will increase and so the real power will increase in case the prime mover input is increased.
1. Synchronous motors are,a) not self starting,b) self starting,c) single excited,d) none of the mentioned,a,Explanation: The average torque developed in the synchronous motor is zero.
2. I. Auxiliary motor,   II. Dc motor,   III. induction motor,   The method is/are used to perform magnetic locking,"a) I,II,III",a,Explanation: A sub motor is needed to make the synchronous machine run till the speed of synchronous speed and to achieve that we need additional motor.
3. Auxiliary method of starting is not possib1e due to the fact that,a) it can not be started under load,b) it can be only started under load,c) it is less efficient,d) all of the mentioned,a,Explanation: Auxiliary motors usually reduces the performance indices of the synchronous machine when started under load.
5. A synchronous machine with its field winding on stator and polyphase armature winding on rotor.,"   At steady state, which of the following is not true for its air gap field",a) stationary w.r.t. stator,b) rotating at double the speed Ns w.r.t. rotor,c) rotating in direction opposite to rotor,d,Explanation: The air gap will not be at synchronous speed w.r.t. rotor.
"6. A synchronous machine with its field winding on rotor and polyphase armature winding on stator. At steady state running condition, its air gap field is",I. stationary w.r.t. stator,II. rotating at double the Ns w.r.t. rotor,III. rotating at -Ns w.r.t. rotor,IV. stationary w.r.t. rotor.,a,Explanation: The excitation is given on rotor so the air gap field will be stationary w.r.t. rotor.
7. Consider a 3-phase cylindrical-rotor alternator,    A. E.m.f. generated by armature reaction lags armature current by 90°.,"	B. Air gap voltage leads the field flux by 90°","	C. Air gap voltage lags the field flux by 90°","	D. Armature reaction due to intermediate lagging p.f. is partly cross magnetizing and partly magnetizing",a,"Explanation: Having cross magnetizing armature reaction in the machine means partial magnetization and demagnetization, adding another clause is useless."
8. These days alternators are designed to have larger air gaps for,a) stable parallel operation,b) higher stability limit,c) sinusoidal mmf distribution,d) all of the mentioned,a,Explanation: Large air gap ensures more SCR value and better preformances.
9. Consider the following statements and mark appropriately,"   I. In a cylindrical-rotor synchronous machine, armature flux is in phase with armature current.","   II. In salient pole machine, armature flux lags the armature current.",a) I is true,b) II is true,c,"Explanation: In CRSM, there is no saliency and the armature flux follows armature current in phase."
"11. A 3-phase, 400V, synchronous motor is providing load at 0.8 p.f. lagging. If the field current of the motor is continuously increased, then",a) power factor increases and then decreases.,b) power factor is not affected,c) power factor decreases upto a certain value of field current and then increases.,d) power facor increases simply,a,"Explanation: The magnetization current is increased as we increase the excitation, so the power factor will increase upto the saturation and then again it will decrease."
12. A synchronous machine is operating at constant load and at unity power factor.,    If its excitation is increased and then it operates as,a) motor at leading p.f,b) motor at lagging p.f,c) absorber of reactive power,a,Explanation: It will operate at leading p.f. if it was in  motoring mode.
"13. A synchronous machine is operating at constant load and at unity power factor. If its excitation is increased, then it operates as",a) generator at lagging p.f,b) motor at lagging p.f,c) absorber of reactive power,d) generator at leading p.f,a,Explanation: It will operate at lagging p.f. if it was working as generator.
14. The reactive power output of a synchronous generator is limited by,a) armature current and field current,b) field current and load angle,c) load angle and prime mover input,d) armature current and prime mover input,a,"Explanation: Q=f(Ia,If)."
15. Power factor of a synchronous motor varies when,a) applied voltage is varied,b) load is changed,c) supply frequency and field excitation is changed,d) all of the mentioned,a,"Explanation: p.f. = f(V,E,f,Field current)."
1. Which is the correct relation below?,a) Pim = -Pog,b) Pim = (Pog)*,c) Pim = Pog,d) Pim = -(Pog)*,a,Explanation: Electrical input to the motor is equal output power of the generator but in opposite direction.
2. The condition for maximum power output for an alternator having its load impedance as (2+j) ohms is,a) 26.56°,b) 63.43°,c) 90°,d) 116.56°,a,Explanation: Maximum power output is arctan(1/2)= 26.56°.
"3. For an alternator, the specified load angle should be _________ for an impedance angle of ‘_’.",a) _=_,b) _=90-_,c) _=90+_,d) _=-_,a,"Explanation: dP/d_= EVcos(_+_)=0              _ = 90-_=_."
"5. With constant E,V,Z, the maximum input power can be obtained at load angle of value _______",a) 180-_,b) 90+_,c) _,d) 180,a,"Explanation: dPi/d_ = EVcos(_-_)=0              _ = 90+_= 2_+_=180-_."
"6. for a 3 phase 315V alternator having impedance angle of 60 degree, the required load angle for the maximum power input to the generator is _______",a) 120°,b) 60°,c) 150°,d) 30°,a,"Explanation:  _ = 90+_= 2_+_=180-_              So  _ = 180-60=120°."
"7. For a 3 phase synchronous generator of terminal voltage as 1 pu and field excitation of 1.2 pu. If the resistive drop is 0.2 pv, then what can be concluded for power factor?",a) upf,b) zpf,c) lagging pf,d) leading pf,a,Explanation: The Value for Ef-Ia*ra = Vt; Here it is Vt = 0. So it is upf.
"8. For a 3 phase synchronous generator of terminal voltage as 1 pu and field excitation of 1 pu. If the resistive drop is 0.2 pv, then what can be concluded for power factor?",a) Leading,b) Lagging,c) Upf,d) Zpf,a,Explanation: Here Vt > Ef-Ia*ra.
"9. For a 3 phase synchronous generator of terminal voltage as 1 pu and field excitation of 1.5 pu. If the resistive drop is 0.2 pv, then what can be concluded for power factor?",a) Leading,b) Lagging,c) Upf,d) Zpf,b,Explanation: Here Vt < Ef-Ia*ra.
"10. For a three phase synchronous motor, if the following condition is satisfied, it can be said that it is operating at",    Vt < Ef-Ia*ra,a) Leading,b) Lagging,c) Upf,a,Explanation: The reactive power will be positive for this condition.
"11.For a three phase synchronous motor, if the following condition is satisfied, it can be said that it is operating at",    Vt = Ef-Ia*ra,a) Leading,b) Lagging,c) Upf,c,Explanation: The net reactive power flow will be zero.
"12. For a three phase synchronous motor, if the following condition is satisfied, it can be said that it is operating at",    Vt > Ef-Ia*ra,a) Leading,b) Lagging,c) Upf,b,Explanation: The motor will absorb the reactive power which will be lagging in nature.
13. Reactive power is a matter of interest at,a) output terminals of generator,b) input terminal of motor,c) output terminals of generator and input terminal of motor,d) none of the mentioned,a,Explanation: Reactive power is a matter of interest at output terminals of generator and input terminal of motor.
