Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question559,3. What is the fraction of gas in a system with partial pressure 2 mm Hg and vapor pressure 5 mm Hg?,"a)	0.4","b)	0.5","c)	0.6","d)	0.8",a,Explanation: Fraction of gas = 2/5 = 0.4.
Question560,4. What is the partial pressure of 20% gas in a system with vapor pressure 10 mm Hg?,"a)	2 mm Hg","b)	10 mm Hg","c)	50 mm Hg","d)	100 mm Hg",a,Explanation: Partial pressure = 0.2*10 = 2 mm Hg.
Question561,5. What is the vapor pressure of 40% gas in a system with partial pressure 20 mm Hg?,"a)	5 mm Hg","b)	10 mm Hg","c)	20 mm Hg","d)	50 mm Hg",d,Explanation: Vapor pressure = 20/0.4 = 50 mm Hg.
Question562,"6. According to HenryÕs Law, what is the fraction of a gas with partial pressure p and HenryÕs constant H?","a)	p*H","b)	p/H","c)	p + H","d)	p Ð H",b,"Explanation: According to HenryÕs Law, p = H*x, => x = p/H."
Question563,"7. What is the partial pressure of a 10% gas in a system, if H = 2 mm Hg?","a)	0.1 mm Hg","b)	0.2 mm Hg","c)	0.3 mm Hg","d)	0.4 mm Hg",b,Explanation: p = 0.1*2 = 0.2 mm Hg.
Question564,"8. What is the fraction of a gas in a system with partial pressure 10 mm Hg, H = 25 mm Hg?","a)	0.1","b)	0.2","c)	0.3","d)	0.4",d,Explanation: Fraction of a gas = 10/25 = 0.4.
Question565,"9. A 40% gas in a system has partial pressure 4 atm, what is HenryÕs constant?","a)	1.6 atm","b)	4 atm","c)	10 atm","d)	16 atm",c,Explanation: H = 4/0.4 = 10 atm.
Question566,"10. What is the partial pressure of a 70% gas in a system, if H = 5 mm Hg?","a)	3.5 mm Hg","b)	7 mm Hg","c)	14 mm Hg","d)	35 mm Hg",a,Explanation: Partial pressure = 0.7*5 = 3.5 mm Hg.
Question567,11. What is the K value of a gas with partial pressure 10 atm and the total pressure of the system is 50 atm?,"a)	0.1","b)	0.2","c)	100","d)	500",b,Explanation: K = 10/50 = 0.2.
Question568,12. What is the K value of a gas with partial pressure 50 Pa and the total pressure of the system is 1 mm Hg?,"a)	0.37","b)	0.45","c)	0.79","d)	0.91",a,Explanation: K = 50/133.3 = 0.37.
Question569,13. What is the total pressure of a system having 40% O2 with 5 atm partial pressure and 60% N2 with 10 atm partial pressure?,"a)	2 atm","b)	6 atm","c)	8 atm","d)	10 atm",c,Explanation: P = 0.4*5 + 0.6*10 = 8 atm.
Question570,"14. What is the total pressure of a system having 25% CO2 with 4 atm partial pressure and 30% O2 with 10 atm partial pressure, and 45% SO2 with partial pressure 20 atm?","a)	9 atm","b)	13 atm","c)	17 atm","d)	19 atm",b,Explanation: P = 0.25*4 + 0.3*10 + 0.45*20 = 1 + 3 + 9 = 13 atm.
Question571,15. What is the total pressure of a system having 50% H2CO3 with 6 atm partial pressure and 50% O2 with 12 atm partial pressure?,"a)	3 atm","b)	6 atm","c)	9 atm","d)	12 atm",c,Explanation: P = 0.5*6 + 0.5*12 = 9 atm.
Question572,"1. What is the fraction of a gas in a system at partial pressure 1 mm Hg, if the 0.2 fraction of the same gas is at partial pressure 2 mm Hg and 0.3 fraction at partial pressure 3 mm Hg (Use Freundlich Isotherm)?","a)	0.1","b)	0.2","c)	0.3","d)	0.4",a,"Explanation: y1/y2 = (p1/p2)n, => 0.2/0.3 = (2/3)n => n = 1, => 0.2 = k*21 = k = 0.1, => y = 0.1*11 = 0.1."
Question573,"2. What is the fraction of a gas in a system at partial pressure 2 mm Hg, if the 0.2 fraction of the same gas is at partial pressure 8 mm Hg and 0.3 fraction at partial pressure 18 mm Hg (Use Freundlich Isotherm)?","a)	0.0125","b)	0.0250","c)	0.0375","d)	0.0450",a,"Explanation: y1/y2 = (p1/p2)n, => 0.2/0.3 = (8/18)n => n = 2, => 0.2 = k*82 = k = 0.2/64, => y = 0.2/64*22 = 0.0125."
Question574,"3. What is the fraction of a gas in a system at partial pressure 1 atm, if the 0.1 fraction of the same gas is at partial pressure 2 atm and 0.2 fraction at partial pressure 4 atm (Use Freundlich Isotherm)?","a)	0.01","b)	0.03","c)	0.05","d)	0.08",c,"Explanation: y1/y2 = (p1/p2)n, => 0.1/0.2 = (2/4)n => n = 1, => 0.1 = k*21 = k = 0.1/2, => y = 0.1/2 = 0.05."
Question575,"4. What is the fraction of a gas in a system at partial pressure 1 atm, if the 0.2 fraction of the same gas is at partial pressure 4 atm and 0.4 fraction at partial pressure 8 atm (Use Freundlich Isotherm)?","a)	0.1","b)	0.2","c)	0.4","d)	0.5",d,"Explanation: y1/y2 = (p1/p2)n, => 0.2/0.4 = (4/8)n => n = 1, => 0.2 = k*41 = k = 0.2/4, => y = 0.2/4*1 = 0.05."
Question576,"5. What is the fraction of a gas in a system at partial pressure 3 atm, if the 0.2 fraction of the same gas is at partial pressure 4 atm and 0.3 fraction at partial pressure 6 atm (Use Freundlich Isotherm)?","a)	0.1","b)	0.15","c)	0.2","d)	0.25",b,"Explanation: y1/y2 = (p1/p2)n, => 0.2/0.3 = (4/6)n => n = 1, => 0.2 = k*41 = k = 0.2/4, => y = 0.2/4*31 = 0.15."
Question577,6. Which of the following is called for the adsorbing the molecules?,"a)	Adsorbate","b)	Adsorbent","c)	Absobate","d)	None of the mentioned",b,Explanation: The one which adsorbs the molecules is called the adsorbent.
Question578,7. Which of the following adsorbs on the adsorbing surface?,"a)	Adsorbate","b)	Adsorbent","c)	Absobate","d)	None of the mentioned",a,Explanation: Adsorbate adsorbs on the adsorbent.
Question579,8. Which of the following is called for the curves following isothermal adsorbtion?,"a)	Adsorbtion isotherm","b)	Adsorbate isotherm","c)	Adsorbent isotherm","d)	Absorbent isotherm",a,Explanation: The curves for isothermal adsorbtion are called adsorbtion isotherms.
Question580,9. Which of the following is the property of adsorbtion isotherm?,"a)	Linear","b)	Decreasing","c)	Monotonous","d)	None of the mentioned",c,Explanation: Since the adsorbtion isotherms are always increasing they are monotonous.
Question581,10. Which of the following satisfies the first derivative of adsorbtion isotherms?,"a)	Greater than 1","b)	Less than 1","c)	Equal to 1","d)	Cannot say",a,"Explanation: Since adsorbtion isotherms are always increasing, so their first derivative are always increasing."
Question582,1. What separates the system and surroundings?,"a)	Boundary","b)	Temperature","c)	Pressure","d)	None of the mentioned",a,Explanation: Boundary separates system and surroundings.
Question583,2. Which of the following is true for an open system?,"a)	Flow system","b)	Non flow system","c)	Cannot say","d)	None of the mentioned",a,"Explanation: Since matter can come in or out in an open system, it is a flow system."
Question584,3. Which of the following is true about the closed system?,"a)	Flow system","b)	Non flow system","c)	Cannot say","d)	None of the mentioned",b,"Explanation: Since matter cannot come in or out in a closed system, it is a non-flow system."
Question585,4. Which of the following does not change in the steady state system?,"a)	Flow in rate","b)	Flow out rate","c)	Accumulation","d)	None of the mentioned",c,Explanation: In a steady state system accumulation is zero.
Question586,5. Which of the following is correct about an isothermal process?,"a)	ÆT = 0","b)	dT = 0","c)	ÆT /= 0","d)	None of the mentioned",b,"Explanation: In an isothermal process, temperature does not changes throughout the process, => dT = 0."
Question587,6. Which of the following is a state function?,"a)	Work","b)	Entropy","c)	Heat","d)	None of the mentioned",b,Explanation: Entropy is a state function as it does not depend on the path of the process.
Question588,7. Which of the following is a path function?,"a)	Work","b)	Internal Energy","c)	Entropy","d)	None of the mentioned",a,"Explanation: Since work depends on the path of a process, it is a path function."
Question589,8. Internal energy is which of the following function?,"a)	Path function","b)	State function","c)	Cannot say","d)	None of the mentioned",b,"Explanation: Since internal energy does not depend on path, it is a state function."
Question590,9. Which of the following has a steepest P-V curve?,"a)	Adiabatic","b)	Isothermal","c)	Isobaric","d)	None of the mentioned",a,"Explanation: Slope of an adiabatic curve is greater than that of isothermal and isobaric, so it has the steepest P-V curve."
Question591,10. What do we call a process having constant volume throughout?,"a)	Isobaric","b)	Isochoric","c)	Isothermal","d)	Adiabatic",b,Explanation: Isochoric process has constant volume throughout.
Question592,11. Which of the following is an extensive variable?,"a)	Pressure","b)	Temperature","c)	Volume","d)	None of the mentioned",c,"Explanation: Volume is dependent on mass, it is an extensive variable."
Question593,12. Which of the following is an extensive variable?,"a)	Energy","b)	Volume","c)	Moles","d)	All of the mentioned",d,"Explanation: Energy, Volume and Moles all are dependent on mass, all are extensive variable."
Question594,13. Which of the following is an intensive variable?,"a)	Moles","b)	Enthalpy per mole","c)	Enthalpy","d)	All of the mentioned",b,"Explanation: Enthalpy and mole both are extensive properties since the ratio of two extensive properties is an intensive property, Enthalpy per mole is an extensive property."
Question595,14. Which of the following is an intensive property?,"a)	Mole","b)	Gibbs Free energy","c)	Enthalpy","d)	None of the mentioned",d,"Explanation: Since all depends on mass, all are extensive properties."
Question596,15. Which of the following is an intensive property?,"a)	Refractive index","b)	Hardness","c)	Density","d)	All of the mentioned",d,"Explanation: Since none of the properties depends on mass, all are intensive properties."
Question597,1. Which of the following is not the type of energy?,"a)	Enthalpy","b)	Heat","c)	Entropy","d)	Work",c,Explanation: Entropy is not a type of energy.
Question598,2. Which of the following process P-V work in highest?,"a)	Second derivative is negative","b)	Second derivative is positive","c)	Second derivative is zero","d)	All of the mentioned",a,"Explanation: Work in highest when the area under the P-V curve is highest, which is when the second derivative of the curve is negative."
Question599,"3. An object is moved from one position to another with a specific force, what type of work is it?","a)	Shaft Work","b)	Flow Work","c)	Mechanical Work","d)	None of the mentioned",c,Explanation: Since work is caused by mechanical force it is a mechanical work.
Question600,"4. An object is moved at a distance of 10 m with the force of 5 N, what is the work done by the force?","a)	5 Joule","b)	50 Joule","c)	500 Joule","d)	5000 Joule",b,Explanation: Work = 10*5 = 50 N-m = 50 Joule.
Question601,"5. An object moved forward 10 meters and then comes back 5 meter all with a constant force of 5 N, what is the work done by the force?","a)	5 Joule","b)	25 Joule","c)	50 Joule","d)	75 Joule",b,Explanation: Work = (10 Ð 5)* 5 = 25 Joule.
Question602,"6. A piston cylinder is compressed with some pressure, what is the work done on the system?","a)	Positive","b)	Negative","c)	Zero","d)	Cannot say",a,"Explanation: Since pressure and displacement are positive their products are also positive, => work done on the system is positive."
Question603,"7. A piston cylinder expands with some pressure, what is the work done by the system?","a)	Positive","b)	Negative","c)	Zero","d)	Cannot Say",a,"Explanation: Since direction of displacement and force are same, work done will be positive."
Question604,"8. A piston cylinder contracts from 10 Liter to 5 Liter with an external pressure of 10 Pa, what is the work done on the system?","a)	0.5 mJ","b)	5 mJ","c)	10 mJ","d)	50 mJ",d,Explanation: Work = 10*(10 Ð 5) = 50 mJ.
Question605,"9. A piston cylinder expands from 7 liter to 15 liter with the external pressure of 500 Pa, what is the work done by the system?","a)	Ð 1.5 Joule","b)	Ð 4 Joule","c)	1.5 Joule","d)	4 Joule",b,Explanation: Work = 500*(15 Ð 7) = 4000 mJ = 4 Joule.
Question606,"10. A piston cylinder expands from 8 liter to 12 liter with the external pressure of 900 Pa, what is the work done on the system?","a)	3.6 Joule","b)	Ð 3.6 Joule","c)	7.2 Joule","d)	Ð 7.2 Joule",b,Explanation: Work done on the system = 900(8 Ð 12) = Ð 3600 mJ = Ð 3.6 J.
Question607,"11. You shake a thermos so that the temperature of tea inside increases by 2oC, if you transferred Q amount of heat to the thermos, which of the following satisfies Q?","a)	Q > 0","b)	Q < 0","c)	Q = 0","d)	Cannot say",c,"Explanation: If you are shaking a thermos, you are doing work on it not transferring any heat."
Question608,"12. Q amount of heat is transferred in an adiabatic process, which of the following is correct?","a)	Q > 0","b)	Q = 0","c)	Q < 0","d)	Cannot say",b,Explanation: In an adiabatic process Q = 0.
Question609,"13. Q amount of heat is transferred to a system, which of the following is correct?","a)	Q > 0","b)	Q < 0","c)	Q = 0","d)	Cannot say",a,"Explanation: Since heat is transferred to a system, => Q > 0."
Question610,"14. Temperature of a system is increased with no change in internal energy, if the work done by the system is 10 Joule, what amount of heat is taken out from the system?","a)	10 J","b)	Ð 10 J","c)	0","d)	5 J",b,"Explanation: W = Ð 10, => 0 = Q + W, => Q = 10 J, => amount of heat taken out = Ð 10 J."
Question611,"15. Ratio heat transferred from 37oC to a colder body and from that body to Ð 11oC is 2, what is the temperature of colder body if surface areas are same for all bodies?","a)	Ð 5oC","b)	Ð 3oC","c)	5oC","d)	9oC",c,"Explanation: 2 = (37 Ð T)/(T + 11), => T = 5oC."
Question612,1. What is the change potential energy of a stone of mass 5 Kg that falls from a cliff 10 m high?,"a)	5 J","b)	50 J","c)	500 J","d)	5000 J",c,Explanation: PE = 5*10*10 = 500 J.
Question613,2. What is the change in potential energy of a stone of mass 1 Kg thrown up with a velocity 10 m/s and comes down?,"a)	0","b)	10 J","c)	100 J","d)	500 J",a,"Explanation: Since the stone comes down to its initial position, its potential energy does not change."
Question614,"3. A fluid in supplied to a cliff 10 m high, what is the change in specific potential energy of fluid?","a)	10 J/Kg","b)	100 J/Kg","c)	200 J/Kg","d)	500 J/Kg",b,Explanation: Change in specific potential energy = 10*10 = 100 J/Kg.
Question615,"4. A fluid is supplied to a cliff 20 m high and comes down by 5 m, what is the change in specific potential energy of fluid?","a)	100 J/Kg","b)	150 J/Kg","c)	200 J/Kg","d)	250 J/Kg",b,Explanation: Change in specific potential energy = 10*(20 Ð 5) = 150 J/Kg.
Question616,"5. A ball is thrown up and someone catches it on the cliff, what is the change in potential energy?","a)	Positive","b)	Negative","c)	Zero","d)	Cannot say",a,Explanation: Change in potential energy will be positive as the change in kinetic energy will be negative.
Question617,6. What is the kinetic energy of an object of mass 10 Kg moving with velocity 2 m/s?,"a)	10 J","b)	20 J","c)	40 J","d)	50 J",b,Explanation: KE = _*10*22 = 20 J.
Question618,7. What is the kinetic energy of an object of mass 2 Kg and velocity 5 m/s?,"a)	20 J","b)	25 J","c)	35 J","d)	50 J",b,Explanation: KE = _*2*52 = 25 J.
Question619,8. What is the specific kinetic energy of a fluid flowing at rate 0.1 m3/s and 1 m diameter pipe?,"a)	0.008 J/Kg","b)	0.016 J/Kg","c)	0.028 J/Kg","d)	0.064 J/Kg",a,"Explanation: v = 0.1/¸(0.5)2, => specific KE = v2/2 = 0.008 J/Kg."
Question620,"9. A stone is thrown up with a velocity and comes down, what is the change in kinetic energy of stone?","a)	Positive","b)	Negative","c)	Zero","d)	Cannot say",c,"Explanation: According to the conservation of energy, during a process change in total energy will always be zero, if the stone comes to the same level the change in potential energy becomes zero so the change in kinetic energy also becomes zero."
Question621,"10. A stone is released from a cliff and comes down, what is the change in kinetic energy of stone?","a)	Positive","b)	Negative","c)	Zero","d)	Cannot say",a,"Explanation: Since its velocity increases as it comes down, so a change in kinetic energy is positive."
Question622,1. What is the change in internal energy for a process which has final and initial states are exactly similar?,"a)	Positive","b)	Negative","c)	Zero","d)	Cannot say",c,"Explanation: Since internal energy is a state function, change in internal energy for the process will be zero."
Question623,"2. What is the change in internal energy of 2 mole of air (Cv = 2.1 X 104 J/moleoC), if its temperature changes from 10oC to 20oC?","a)	420 kJ","b)	540 kJ","c)	840 kJ","d)	1050 kJ",a,Explanation: Change in internal energy = 2*(2.1 X 104)*(20 Ð 10) = 420 kJ.
Question624,"3. What is the change in internal energy of 1 mole of air ((Cv = 2.1 X 104  J/moleoC), if its temperature changes from 10oC to 5oC?","a)	84 kJ","b)	105 kJ","c)	Ð 84 kJ","d)	Ð 105 kJ",d,Explanation: Change in internal energy = 1*(2.1 X 104)*(5 Ð 10) = Ð 105 kJ.
Question625,"4. Ratio of change in internal energy of a substance from 4oC to T and from T to 10oC is 2, what is T?","a)	5oC","b)	6oC","c)	7oC","d)	8oC",d,"Explanation: 2 = (T Ð 4)/(10 Ð T), =>  T = 8oC."
Question626,"5. Ratio of change in internal energy of a substance from 15oC to T and from T to 10oC is Ð 2, what is T?","a)	5oC","b)	15oC","c)	20oC","d)	30oC",a,"Explanation: Ð 2 = (T Ð 15)/(10 Ð T), => T = 5oC."
Question627,6. Total energy of the universe is always ______,"a)	Increasing","b)	Decreasing","c)	Constant","d)	Cannot say",c,"Explanation: According to the law of conservation of energy, the total energy of the universe is always constant."
Question628,7. A stone has initial potential and kinetic energy as 10 J and 5 J respectively if the final potential energy of the stone is 15 J what is its final kinetic energy?,"a)	0","b)	5 J","c)	10 J","d)	15 J",a,"Explanation: Law of conservation of energy, 10 + 5 = 15 + KE, => KE = 0."
Question629,8. A stone has initial potential and kinetic energy as 5 J and 20 J respectively if the final kinetic energy of the stone is 15 J what is its final potential energy?,"a)	0","b)	10 J","c)	15 J","d)	25 J",b,"Explanation: 5 + 20 = 15 + PE, => PE = 10 J."
Question630,"9. A stone has initial potential, kinetic and internal energy 4 J, 15 J and 20 J respectively, if the final kinetic energy and potential energy of the stone is 5 J and 10 J respectively, what is the final internal energy?","a)	15 J","b)	20 J","c)	24 J","d)	32 J",c,Explanation: Final internal energy = 4 + 15 + 20 Ð 5 Ð 10 = 24 J.
