Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation,,,,,,,,,,,,,,,,,,,
Question 660,9. Which of the following storage devices exposes its storage to clients as Raw storage that can be partitioned to create volumes ?,a) block,b) file,c) disk,d) all of the mentioned,a,Explanation: It is up to the operating system to create and manage the file system.,,,,,,,,,,,,,,,,,,,
Question 661,10. Which of the following impose additional overhead on clients and offer faster transfer ?,a) Block storage,b) File Storage,c) File Server,d) All of the mentioned,a,"Explanation: File-oriented storage devices are generally slower, but require less overhead from attached clients.",,,,,,,,,,,,,,,,,,,
Question 662,1. Which of the following cloud storage is mainly meant for developers and to support applications built using Web services ?,a) Managed,b) Unmanaged,c) Disk,d) All of the mentioned,a,Explanation: Managed cloud storage is provisioned and provided as a raw disk.,,,,,,,,,,,,,,,,,,,
Question 663,2. Point out the correct statement:,a) Cloud storage may be broadly categorized into four major classes of storage,"b) In unmanaged storage, the storage service provider makes storage capacity available to users","c) In managed storage, the storage service provider makes storage capacity available to users",d) All of the mentioned,b,"Explanation: Unmanaged storage defines the nature of the storage, how it may be used, and by what applications.",,,,,,,,,,,,,,,,,,,
Question 664,3. Which of the following is form of unmanaged cloud storage ?,a) XDrive,b) OmniDrive,c) iDrive,d) All of the mentioned,d,"Explanation: It is unmanaged storage in the sense that the storage is preconfigured for you, you can’t format as you like.",,,,,,,,,,,,,,,,,,,
Question 665,4. Which of the following is an example of an unmanaged storage utility set up to do automated backups ?,a) XDrive,b) OmniDrive,c) FreeDrive,d) All of the mentioned,d,"Explanation: FreeDrive provides web-based applications that allow internet users to store, retrieve, and share data on the internet.",,,,,,,,,,,,,,,,,,,
Question 666,5. Point out the wrong statement:,a) Unmanaged storage is reliable,b) Managed storage is relatively cheap to use,c) Most of the user-based applications that work with cloud storage are of unmanaged type,d) None of the mentioned,b,Explanation: Unmanaged storage is relatively cheap to use.,,,,,,,,,,,,,,,,,,,
Question 667,6. Which of the following factors led to the demise of many of the early SSPs and to many hosted file services ?,a) The Dot.com bust in 2000,b) The inability of file-hosting companies to successfully monetize online storage,c) The continued commoditization of large disk drives,d) All of the mentioned,d,Explanation: SSP stands for Storage Service Provider.,,,,,,,,,,,,,,,,,,,
Question 668,7. Which of the following is the simplest unmanaged cloud storage device ?,a) file transfer utility,b) antivirus utility,c) online image utility,d) none of the mentioned,a,"Explanation: File transfer services may be shared by other users you allow, and the files that are uploaded may be discoverable for some services.",,,,,,,,,,,,,,,,,,,
Question 669,8. The service FreeDrive is storage that allows ________ users to view the content of others.,a) Facebook,b) Twitter,c) Whatsapp,d) None of the mentioned,a,"Explanation: FreeDrive is a personal storage and file sharing service designed for users of social networks, such as Facebook, MySpace and Bebo.",,,,,,,,,,,,,,,,,,,
Question 670,9. Which of the following file transfer utility creates a shared folder metaphor using a Web service ?,a) Dropbox,b) Skype,c) Drive,d) All of the mentioned,a,"Explanation: Dropbox is a service that keeps your files safe, synced, and easy to share.",,,,,,,,,,,,,,,,,,,
Question 671,10. Which of the following offers Storage size of 10GB free t0 100 GB paid?,a) Adrive,b) 4shared,c) Badongo,d) All of the mentioned,b,"Explanation: As unmanaged storage offerings progressed in sophistication, they began to offer value-added software services such as folder synchronization and backup.",,,,,,,,,,,,,,,,,,,
Question 672,1. Which of the following service offers unlimited storage space ?,a) Adrive,b) 4shared,c) Badongo,d) All of the mentioned,c,"Explanation: Badongo.com is an online software service that enables storage, management and publication of personal content.",,,,,,,,,,,,,,,,,,,
Question 673,2. Point out the correct statement:,"a) In a managed cloud storage system, the user provisions storage on demand",b) Unmanaged Storage is meant to support virtual cloud computing,"c) In managed storage, the storage service provider makes storage capacity available to users",d) All of the mentioned,a,Explanation: User pays for the storage using a pay-as-you-go model in managed cloud storage.,,,,,,,,,,,,,,,,,,,
Question 674,3. Which of the following service has WebDAV as developer API ?,a) Adrive,b) Drop.io,c) Dropbox,d) All of the mentioned,a,"Explanation: ADrive provides online cloud storage and backup solutions for personal, business and enterprise-level data.",,,,,,,,,,,,,,,,,,,
Question 675,4. Which of the following developer API is provided by FilesAnywhere service ?,a) FA,b) CA,c) BA,d) All of the mentioned,a,"Explanation: FilesAnywhere is the creation of Dallas-based software design and consulting firm, Officeware systems.",,,,,,,,,,,,,,,,,,,
Question 676,5. Point out the wrong statement:,a) The most basic service that online storage can serve is to provide disk space on demand,b) The user may be able to purchase additional space for paid service,c) S3 is example of unmanaged cloud storage,d) None of the mentioned,c,Explanation: S3 is example of Managed cloud storage.,,,,,,,,,,,,,,,,,,,
Question 677,6. Which of the following service is provided by Google for online storage ?,a) Drive,b) SkyDrive,c) Dropbox,d) All of the mentioned,a,Explanation: Google Drive is a file storage and synchronization service created by Google.,,,,,,,,,,,,,,,,,,,
Question 678,7. Which of the following association has coined the term Data Storage as a Service (DaaS) to describe the delivery of storage on demand to clients over a distributed system ?,a) SNIA,b) COA,c) OCCI,d) None of the mentioned,a,Explanation: Others have called these types of system services Storage as a Service (STaaS).,,,,,,,,,,,,,,,,,,,
Question 679,8. Which of the following are Managed cloud storage providers ?,a) EMC Atmos,b) Amazon.com Simple Storage Service,c) IBM Smart Business Storage Cloud,d) All of the mentioned,d,Explanation: IBM has both infrastructure and software offerings that allow businesses to create and manage a private storage cloud.,,,,,,,,,,,,,,,,,,,
Question 680,"9. Which of the following is mainly focused on backup and digital archiving, not on storage hosting ?",a) Nirvanix,b) Iron Mountain,c) Google Storage for Developers,d) All of the mentioned,b,"Explanation: Iron Mountain Inc., founded in 1951, is an enterprise information management service.",,,,,,,,,,,,,,,,,,,
Question 681,10. Which of the following offer direct competition to Amazon’s S3 service ?,a) Nirvanix,b) Rackspace Cloud,c) Badongo,d) All of the mentioned,b,"Explanation: Unlike other cloud providers, Rackspace only offers managed solutions.",,,,,,,,,,,,,,,,,,,
Question 682,1. Which of the following feature make cloud-based storage systems highly reliable ?,a) Redundant networks,b) Redundant name servers,c) Replication,d) All of the mentioned,d,Explanation: Failover can involve a system simply changing the pointers to the stored object’s location.,,,,,,,,,,,,,,,,,,,
Question 683,2. Point out the correct statement:,"a) With Atmos, you can create your own cloud storage system or leverage a public cloud service with Atmos online",b) IBM is a major player in cloud computing particularly for businesses,"c) In managed storage, the storage service provider makes storage capacity available to users",d) All of the mentioned,a,Explanation: User pays for the storage using a pay-as-you-go model in managed cloud storage.,,,,,,,,,,,,,,,,,,,
Question 684,3. Redundancy has to be implemented at the _________ architectural level for effective results in cloud computing.,a) lower,b) higher,c) middle,d) all of the mentioned,b,"Explanation: ADrive provides online cloud storage and backup solutions for personal, business and enterprise-level data.",,,,,,,,,,,,,,,,,,,
Question 685,4. Which of the following can manage data from CIFS and NFS file systems over HTTP networks ?,a) StorageGRID,b) DataGRID,c) DiskGRID,d) All of the mentioned,a,Explanation: StorageGRID can enforce policies and create a tiered storage system.,,,,,,,,,,,,,,,,,,,
Question 686,5. Point out the wrong statement:,a) AWS S3 essentially lets you create your own cloud storage,"b) AWS created “Availability Zones” within regions, which are sets of systems that are isolated from one another",c) Amazon Web Services (AWS) adds redundancy to its IaaS systems by allowing EC2 virtual machine instances,d) None of the mentioned,d,"Explanation: In theory, instances in different availability zones shouldn’t fail at the same time.",,,,,,,,,,,,,,,,,,,
Question 687,"6. A ________ is a logical unit that serves as the target for storage operations, such as the SCSI protocol READs and WRITEs.",a) GETs,b) PUN,c) LUN,d) All of the mentioned,c,"Explanation: In traditional pooled storage deployments, storage partitions can be assigned and provide a device label called a Logical Unit Number.",,,,,,,,,,,,,,,,,,,
